,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,0.0,3677.89990234375,7032.7001953125,7534.60009765625,6964.30029296875,8565.3994140625,8761.0,10398.400390625,9760.80078125,11818.599609375,12595.7001953125,11012.0,8504.099609375,10130.8994140625,10402.3994140625,9975.19921875,9161.7998046875,9546.599609375,7364.10009765625,8256.599609375,7237.5,6517.5,6543.10009765625,6283.5,6660.39990234375,7273.39990234375,8920.0,9186.7998046875,9177.0,10335.099609375,10421.0,10385.69921875,10853.30078125,11124.30078125,11310.900390625,11465.0,11985.599609375
1,3927.199951171875,0.0,6802.7001953125,7304.60009765625,6864.60009765625,8551.599609375,8346.7001953125,10300.30078125,10942.7998046875,13316.5,13880.599609375,12517.0,8089.80029296875,9985.0,10429.599609375,10551.7998046875,9738.400390625,10123.19921875,7769.10009765625,8743.099609375,7723.900390625,6903.30029296875,6128.80029296875,6515.10009765625,6430.30029296875,7850.0,9181.400390625,9433.30078125,9003.2001953125,10161.2001953125,10559.2001953125,10553.2001953125,10766.5,11028.2001953125,12595.7998046875,12749.900390625,13410.7001953125
2,6780.7001953125,6189.7001953125,0.0,1650.300048828125,1911.300048828125,4069.7998046875,4837.89990234375,6081.39990234375,6723.89990234375,8994.7001953125,9365.900390625,8195.2001953125,4580.89990234375,5635.30029296875,5906.80029296875,5479.60009765625,4666.2001953125,5051.0,2114.7998046875,3178.89990234375,2159.7998046875,1339.0999755859375,1709.9000244140625,1630.300048828125,810.800048828125,2777.7998046875,4424.400390625,4691.2001953125,4681.39990234375,5839.5,5925.400390625,5890.10009765625,6444.7001953125,6706.5,8274.0,8428.099609375,9088.900390625
3,6985.599609375,6965.0,1447.4000244140625,0.0,2062.199951171875,3895.10009765625,4969.5,6213.0,6855.5,9091.900390625,9175.2001953125,8326.7998046875,4712.5,5444.60009765625,5716.10009765625,5235.30029296875,4421.89990234375,4806.7001953125,1057.9000244140625,1972.699951171875,953.5999755859375,889.800048828125,2892.699951171875,1938.4000244140625,1617.2999267578125,2533.5,4233.7001953125,4500.5,4666.7001953125,5971.099609375,5734.7001953125,5699.39990234375,6576.2998046875,6838.099609375,8280.7998046875,8434.900390625,9095.7001953125
4,6422.2998046875,5831.39990234375,1554.0999755859375,2056.0,0.0,3759.60009765625,4393.5,5771.19970703125,6413.7001953125,8684.5,9055.7001953125,7885.0,4136.60009765625,5325.10009765625,5596.60009765625,5169.39990234375,4356.0,4740.7998046875,1979.300048828125,2894.099853515625,1875.0,1054.300048828125,1759.10009765625,804.7999877929688,1181.699951171875,2467.60009765625,4114.2001953125,4381.0,4371.2001953125,5529.2998046875,5615.2001953125,5579.89990234375,6134.5,6396.2998046875,7963.80029296875,8117.900390625,8778.7001953125
5,8211.7001953125,8119.7001953125,4169.7001953125,4024.800048828125,4101.2001953125,0.0,2449.0,3068.0,3710.5,5673.099609375,6124.39990234375,5181.7998046875,2111.800048828125,2123.5,2568.10009765625,4118.7998046875,2938.2001953125,3611.7001953125,3372.5,4265.0,3245.800048828125,3654.39990234375,4931.7001953125,3420.39990234375,3797.2998046875,2297.699951171875,1224.0999755859375,1490.9000244140625,1141.699951171875,2299.7998046875,2697.699951171875,2689.800048828125,3431.300048828125,3693.10009765625,4862.0,5016.099609375,5676.89990234375
6,7911.2998046875,7320.30029296875,4624.2001953125,5126.10009765625,4532.89990234375,2369.300048828125,0.0,2724.89990234375,3367.400146484375,6223.099609375,6787.19970703125,5423.599609375,129.8000030517578,3022.0,3466.60009765625,5839.0,4658.39990234375,5331.900390625,4939.400390625,5831.900390625,4812.80029296875,4108.89990234375,4548.2001953125,3874.89990234375,4251.80029296875,3427.89990234375,2489.199951171875,2470.39990234375,2040.199951171875,3198.2998046875,3596.199951171875,3590.2998046875,3673.10009765625,3944.10009765625,5502.39990234375,5656.5,6317.2998046875
7,8110.599609375,9010.0,7643.89990234375,7700.2001953125,7575.39990234375,4203.89990234375,3802.5,0.0,1463.0999755859375,3842.89990234375,4407.0,3043.39990234375,3465.39990234375,3661.10009765625,3773.900146484375,6375.400390625,6613.60009765625,7038.2998046875,7047.89990234375,7940.39990234375,6921.2001953125,7128.599609375,7635.2001953125,6894.60009765625,7271.5,6030.39990234375,3979.60009765625,3960.699951171875,3530.699951171875,3482.39990234375,3903.5,3897.60009765625,1292.89990234375,1563.89990234375,3122.199951171875,3276.2998046875,3937.10009765625
8,8250.5,9149.900390625,7783.89990234375,7904.80029296875,7715.39990234375,4408.5,4007.10009765625,1580.5,0.0,3577.0,4162.10009765625,2589.0,3670.0,3865.7001953125,3978.5,6580.0,6818.2001953125,7242.89990234375,7252.5,8145.0,7125.80029296875,7268.599609375,7839.7998046875,7034.60009765625,7411.5,6235.0,4184.2001953125,4165.2998046875,3735.2998046875,3687.0,4108.10009765625,4102.2001953125,1497.5,1768.5,2877.300048828125,3031.39990234375,3692.2001953125
9,10962.0,11861.400390625,9137.099609375,8900.7001953125,9404.7001953125,5753.89990234375,6176.7001953125,4291.900390625,3584.89990234375,0.0,1653.5,1897.699951171875,5839.60009765625,3956.0,3651.699951171875,6253.2001953125,7798.599609375,6916.099609375,8248.400390625,9140.900390625,8121.7001953125,8579.5,10009.400390625,8723.900390625,9100.7998046875,7230.900390625,5114.89990234375,5222.89990234375,4792.89990234375,3973.5,3781.2998046875,3775.39990234375,2976.5,2708.0,773.0,927.0999755859375,661.5999755859375
10,11558.2998046875,12457.7001953125,9733.5,9497.099609375,10001.099609375,6350.2998046875,6773.0,4888.2001953125,4181.2001953125,1722.0,0.0,2792.89990234375,6435.89990234375,4552.400390625,4248.10009765625,6849.60009765625,8395.0,7512.5,8844.80078125,9737.30078125,8718.099609375,9175.900390625,10605.69921875,9320.30078125,9697.2001953125,7827.30029296875,5711.2998046875,5819.2998046875,5389.2998046875,4569.89990234375,4377.7001953125,4371.80029296875,3572.7998046875,3304.300048828125,1566.0999755859375,1720.199951171875,1303.5
11,9854.900390625,10754.30078125,9147.7998046875,8911.400390625,9255.900390625,5764.599609375,5438.5,3210.89990234375,2279.60009765625,2142.800048828125,2727.7998046875,0.0,5101.39990234375,3966.699951171875,3662.39990234375,6263.89990234375,7809.2998046875,6926.7998046875,8259.099609375,9151.599609375,8132.39990234375,8590.19921875,9271.2001953125,8597.900390625,8974.80078125,7241.60009765625,5125.599609375,5233.599609375,4803.599609375,3984.199951171875,3792.0,3786.099853515625,2328.199951171875,2326.800048828125,1443.0,1597.0999755859375,2257.89990234375
12,7910.7001953125,7319.7001953125,4623.60009765625,5125.5,4532.2998046875,2319.5,386.1000061035156,2675.10009765625,3317.60009765625,6173.2998046875,6737.39990234375,5373.7998046875,0.0,2972.2001953125,3416.800048828125,5838.39990234375,4657.7998046875,5331.30029296875,4938.80029296875,5831.30029296875,4812.2001953125,4108.2998046875,4547.60009765625,3874.2998046875,4251.2001953125,3427.2998046875,2439.39990234375,2420.60009765625,1990.4000244140625,3148.5,3546.39990234375,3540.5,3623.300048828125,3894.300048828125,5452.60009765625,5606.7001953125,6267.5
13,9560.599609375,10075.7001953125,5875.89990234375,5639.5,6168.400390625,2492.7998046875,3720.900146484375,2822.5,3465.0,4136.2001953125,4374.0,4182.5,3383.800048828125,0.0,841.5999755859375,3647.800048828125,4537.39990234375,4310.7001953125,4987.2001953125,5879.7001953125,4860.5,5318.2998046875,6998.900390625,5487.599609375,5864.5,3969.699951171875,1853.699951171875,2019.0,1751.5,1654.39990234375,971.2000122070312,965.300048828125,3185.7998046875,3242.800048828125,3325.10009765625,3479.199951171875,4140.0
14,10028.599609375,10364.900390625,6015.2001953125,5778.7998046875,6307.7001953125,2632.10009765625,4061.699951171875,3290.5,3933.0,3803.2998046875,4041.199951171875,3849.60009765625,3724.60009765625,834.199951171875,0.0,3314.900146484375,4676.7001953125,3977.800048828125,5126.5,6019.0,4999.7998046875,5457.60009765625,7138.2001953125,5626.89990234375,6003.7998046875,4109.0,1993.0,2158.300048828125,1890.800048828125,2122.39990234375,231.1999969482422,225.29998779296875,3200.699951171875,2909.89990234375,2992.199951171875,3146.2998046875,3807.10009765625
15,10094.0,10456.30078125,5664.89990234375,5428.60009765625,5957.5,3162.89990234375,5320.2998046875,5825.7998046875,6353.7998046875,6096.60009765625,6528.900390625,6142.89990234375,5063.2998046875,3395.60009765625,3091.2998046875,0.0,3632.0,1181.5999755859375,4776.2998046875,5668.7998046875,4649.60009765625,5107.39990234375,6788.0,5276.69970703125,5653.60009765625,3758.7998046875,3501.39990234375,3768.199951171875,3934.39990234375,4683.89990234375,3220.89990234375,3215.0,5494.0,5203.19970703125,5285.5,5439.60009765625,6100.39990234375
16,9165.400390625,9663.5,4762.39990234375,4526.0,5054.89990234375,2791.599853515625,4949.0,5804.89990234375,6447.39990234375,7039.80029296875,7472.099609375,7086.10009765625,4692.0,4338.7998046875,4034.5,1333.0999755859375,0.0,826.0,3873.699951171875,4766.2001953125,3747.0,4204.7998046875,5885.39990234375,4374.10009765625,4751.0,2856.199951171875,3130.099853515625,3396.89990234375,3563.099853515625,4924.2998046875,4164.10009765625,4158.2001953125,6168.2001953125,6146.39990234375,6228.7001953125,6382.80029296875,7043.60009765625
17,9163.099609375,9661.2001953125,4760.099609375,4523.7001953125,5052.60009765625,3109.0,5266.400390625,6122.2998046875,6764.80029296875,7249.0,7681.2998046875,7295.2998046875,5009.39990234375,4548.0,4243.7001953125,1257.5999755859375,2726.599853515625,0.0,3871.39990234375,4763.89990234375,3744.699951171875,4202.5,5883.10009765625,4371.80029296875,4748.7001953125,2853.89990234375,3447.5,3714.300048828125,3880.5,5241.7001953125,4373.2998046875,4367.400390625,6485.60009765625,6355.599609375,6437.900390625,6592.0,7252.7998046875
18,7521.5,6930.5,1350.0,1013.3999633789062,2638.199951171875,3222.900146484375,5086.5,6219.10009765625,6861.60009765625,8419.7001953125,8503.0,8332.900390625,4829.60009765625,4772.39990234375,5043.89990234375,4563.10009765625,3749.699951171875,4134.5,0.0,1979.2999267578125,960.199951171875,1514.60009765625,2841.199951171875,2371.10009765625,1537.60009765625,1861.300048828125,3561.5,3828.300048828125,3994.5,5355.7001953125,5062.5,5027.2001953125,6582.400390625,6844.2001953125,7608.599609375,7762.7001953125,8423.5
19,7825.099609375,7854.5,2336.89990234375,2081.5,2951.699951171875,3472.300048828125,5335.89990234375,6468.5,7111.0,8669.099609375,8752.400390625,8582.2998046875,5079.0,5021.7998046875,5293.2998046875,4812.5,3999.099853515625,4383.89990234375,1429.199951171875,0.0,1302.5999755859375,1779.300048828125,3782.199951171875,2827.89990234375,2506.7998046875,2110.699951171875,3810.89990234375,4077.699951171875,4243.89990234375,5605.10009765625,5311.89990234375,5276.60009765625,6831.7998046875,7093.60009765625,7858.0,8012.099609375,8672.900390625
20,8263.7001953125,7764.7998046875,2184.300048828125,1847.7000732421875,3373.800048828125,3910.900146484375,5774.5,6907.10009765625,7549.60009765625,9107.7001953125,9191.0,9020.900390625,5517.60009765625,5460.39990234375,5731.89990234375,5251.10009765625,4437.7001953125,4822.5,1582.199951171875,1634.9000244140625,0.0,2201.39990234375,3675.5,3205.39990234375,2371.89990234375,2549.300048828125,4249.5,4516.2998046875,4682.5,6043.7001953125,5750.5,5715.2001953125,7270.400390625,7532.2001953125,8296.599609375,8450.7001953125,9111.5
21,7016.900390625,6497.2998046875,934.5999755859375,1419.699951171875,2093.5,4232.7001953125,5000.7998046875,6244.2998046875,6886.80029296875,9157.599609375,9525.2998046875,8358.099609375,4743.7998046875,5794.7001953125,6066.2001953125,5585.39990234375,4772.0,5156.7998046875,1731.10009765625,2645.89990234375,1626.800048828125,0.0,2408.0,1937.89990234375,1104.4000244140625,2883.60009765625,4583.80029296875,4850.60009765625,4844.2998046875,6002.39990234375,6084.7998046875,6049.5,6607.60009765625,6869.39990234375,8436.8994140625,8591.0,9251.7998046875
22,5867.0,5276.0,2065.60009765625,2567.5,2127.39990234375,4819.2001953125,4614.2998046875,6567.89990234375,7210.39990234375,9584.099609375,10148.19921875,8784.599609375,4357.400390625,6252.60009765625,6697.2001953125,6281.2001953125,5467.7998046875,5852.599609375,3032.0,4005.89990234375,2986.7998046875,2166.10009765625,0.0,1777.89990234375,1693.2000732421875,3579.39990234375,5226.0,5492.7998046875,5270.80029296875,6428.900390625,6727.0,6691.69970703125,7034.10009765625,7295.89990234375,8863.3994140625,9017.5,9678.2998046875
23,6306.7998046875,5715.7998046875,1049.4000244140625,1551.2999267578125,1505.89990234375,3936.10009765625,4704.2001953125,5947.69970703125,6590.2001953125,8861.0,9232.2001953125,8061.5,4447.2001953125,5501.60009765625,5773.10009765625,5345.89990234375,4532.5,4917.2998046875,2015.7999267578125,3033.300048828125,2014.2999267578125,1205.4000244140625,1626.5,0.0,677.0,2644.10009765625,4290.7001953125,4557.5,4547.7001953125,5705.7998046875,5791.7001953125,5756.39990234375,6311.0,6572.7998046875,8140.30029296875,8294.400390625,8955.2001953125
24,6509.0,6469.10009765625,1595.199951171875,2050.60009765625,1566.300048828125,3724.7998046875,4492.89990234375,5736.39990234375,6378.89990234375,8649.7001953125,9020.900390625,7850.2001953125,4235.89990234375,5290.2998046875,5561.7998046875,5134.60009765625,4321.2001953125,4706.0,1919.10009765625,2833.89990234375,1814.800048828125,994.0999755859375,2396.7998046875,1442.5,0.0,2432.7998046875,4079.39990234375,4346.2001953125,4336.39990234375,5494.5,5580.39990234375,5545.10009765625,6099.7001953125,6361.5,7929.0,8083.099609375,8743.900390625
25,6819.0,7365.5,2777.0,2660.300048828125,2708.5,1816.5999755859375,3735.0,4812.7998046875,5455.30029296875,7013.39990234375,7096.7001953125,6926.599609375,3478.10009765625,3366.10009765625,3637.60009765625,3177.7001953125,2364.300048828125,2749.099853515625,2008.0,2900.5,1881.4000244140625,2261.699951171875,3539.0,2027.699951171875,2404.60009765625,0.0,2155.199951171875,2422.0,2588.199951171875,3949.39990234375,3656.199951171875,3620.89990234375,5176.10009765625,5437.900390625,6202.2998046875,6356.39990234375,7017.2001953125
26,8625.5,8573.099609375,4222.5,3986.10009765625,4515.0,839.3999633789062,2887.0,3506.0,4541.89990234375,5551.39990234375,5634.7001953125,5597.7001953125,2549.800048828125,1904.0999755859375,2175.60009765625,4064.60009765625,2884.0,3557.5,3333.800048828125,4226.2998046875,3207.10009765625,3664.900146484375,5345.5,3834.199951171875,4211.10009765625,2316.300048828125,0.0,960.0,1126.199951171875,2487.39990234375,2194.199951171875,2158.89990234375,3869.300048828125,4131.10009765625,4740.2998046875,4894.39990234375,5555.2001953125
27,9046.099609375,8993.7001953125,4643.10009765625,4406.7001953125,4935.60009765625,1260.0,2793.699951171875,3132.199951171875,3774.7001953125,5394.7998046875,5647.2998046875,5246.0,2456.60009765625,1745.699951171875,2039.800048828125,4189.0,3304.60009765625,3978.10009765625,3754.39990234375,4646.89990234375,3627.7001953125,4085.5,5766.10009765625,4254.7998046875,4631.7001953125,2736.89990234375,458.20001220703125,0.0,622.7999877929688,1984.0,2058.5,2023.0999755859375,3495.5,3757.300048828125,4583.7001953125,4737.7998046875,5398.60009765625
28,9191.900390625,8702.900390625,4885.39990234375,4649.0,5081.39990234375,1502.300048828125,2399.699951171875,2738.199951171875,3380.7001953125,4963.2998046875,5232.400390625,4852.0,2062.60009765625,1255.300048828125,1699.89990234375,4327.900390625,3546.89990234375,4220.39990234375,3996.699951171875,4889.2001953125,3870.0,4327.80029296875,5911.89990234375,4400.60009765625,4777.5,2979.199951171875,700.5,681.7000122070312,0.0,1590.0,1829.5,1823.60009765625,3101.5,3363.300048828125,4152.2001953125,4306.2998046875,4967.10009765625
29,8629.5,9282.2001953125,5729.2001953125,5671.39990234375,5660.7001953125,2289.699951171875,3005.89990234375,1891.5,2534.0,4595.7001953125,4984.0,4005.300048828125,2668.7998046875,1409.199951171875,1853.800048828125,4660.0,4569.2998046875,5242.7998046875,5019.10009765625,5911.60009765625,4892.39990234375,5213.89990234375,6491.2001953125,4979.89990234375,5356.7998046875,4001.60009765625,1727.7000732421875,1708.9000244140625,1278.800048828125,0.0,1983.39990234375,1977.5,2254.800048828125,2516.60009765625,3784.60009765625,3938.699951171875,4599.5
30,9992.5,10321.099609375,5971.39990234375,5735.0,6263.900390625,2588.2998046875,4017.89990234375,3254.39990234375,3896.900146484375,3767.2998046875,4005.199951171875,3813.60009765625,3680.7998046875,798.0999755859375,65.5,3278.900146484375,4632.89990234375,3941.800048828125,5082.7001953125,5975.2001953125,4956.0,5413.7998046875,7094.400390625,5583.099609375,5960.0,4065.199951171875,1949.199951171875,2114.5,1847.0,2086.300048828125,0.0,159.70001220703125,3164.699951171875,2873.89990234375,2956.199951171875,3110.2998046875,3771.10009765625
31,10145.5,10308.599609375,5958.89990234375,5722.5,6251.400390625,2575.7998046875,4005.39990234375,3407.39990234375,4049.900146484375,3920.2998046875,4158.2001953125,3966.60009765625,3668.2998046875,951.0999755859375,218.5,3431.900146484375,4620.39990234375,4094.800048828125,5070.2001953125,5962.7001953125,4943.5,5401.2998046875,7081.900390625,5570.599609375,5947.5,4052.699951171875,1936.699951171875,2102.0,1834.5,2239.300048828125,182.39999389648438,0.0,3317.699951171875,3026.89990234375,3109.199951171875,3263.2998046875,3924.10009765625
32,8208.7998046875,9108.2001953125,7332.19970703125,7321.19970703125,7240.89990234375,3824.89990234375,3423.5,1538.7000732421875,1490.9000244140625,2831.0,3395.099853515625,2031.5,3086.39990234375,3282.099853515625,3030.5,5632.0,6234.60009765625,6294.89990234375,6668.89990234375,7561.39990234375,6542.19970703125,6816.89990234375,7256.19970703125,6582.89990234375,6959.7998046875,5651.39990234375,3600.599853515625,3581.699951171875,3151.699951171875,3103.39990234375,3160.099853515625,3154.199951171875,0.0,430.20001220703125,2110.300048828125,2264.39990234375,2925.199951171875
33,8603.19921875,9502.599609375,7726.599609375,7715.599609375,7635.2998046875,4219.2998046875,3817.900146484375,1933.10009765625,1885.300048828125,2790.60009765625,3241.89990234375,2175.699951171875,3480.800048828125,3055.2001953125,2750.89990234375,5352.39990234375,6629.0,6015.2998046875,7063.2998046875,7955.7998046875,6936.599609375,7211.2998046875,7650.599609375,6977.2998046875,7354.19970703125,6045.7998046875,3857.800048828125,3839.0,3408.89990234375,3072.800048828125,2880.5,2874.60009765625,454.79998779296875,0.0,1979.5,2133.60009765625,2794.39990234375
34,10554.7998046875,11454.2001953125,8729.900390625,8493.5,8997.5,5346.7001953125,5769.5,3884.699951171875,3177.699951171875,949.6000366210938,1797.9000244140625,1608.4000244140625,5432.39990234375,3548.800048828125,3244.5,5846.0,7391.39990234375,6508.89990234375,7841.2001953125,8733.7001953125,7714.5,8172.2998046875,9602.19921875,8316.7001953125,8693.599609375,6823.7001953125,4707.7001953125,4815.7001953125,4385.7001953125,3566.300048828125,3374.10009765625,3368.199951171875,2569.2998046875,2300.800048828125,0.0,263.29998779296875,953.2999877929688
35,10611.0,11510.400390625,8786.2001953125,8549.7998046875,9053.7998046875,5403.0,5825.7001953125,3940.900146484375,3233.89990234375,1005.800048828125,1854.0999755859375,1664.60009765625,5488.60009765625,3605.10009765625,3300.800048828125,5902.2998046875,7447.7001953125,6565.2001953125,7897.5,8790.0,7770.7998046875,8228.599609375,9658.400390625,8373.0,8749.900390625,6880.0,4764.0,4872.0,4442.0,3622.60009765625,3430.39990234375,3424.5,2625.5,2357.0,165.39999389648438,0.0,1009.5
36,10871.7998046875,11771.2001953125,9047.0,8810.599609375,9314.599609375,5663.7998046875,6086.5,4201.7001953125,3494.699951171875,808.0999755859375,1363.9000244140625,2106.39990234375,5749.39990234375,3865.900146484375,3561.60009765625,6163.10009765625,7708.5,6826.0,8158.30029296875,9050.80078125,8031.60009765625,8489.400390625,9919.19921875,8633.80078125,9010.7001953125,7140.80029296875,5024.7998046875,5132.7998046875,4702.7998046875,3883.400146484375,3691.2001953125,3685.300048828125,2886.2998046875,2617.800048828125,879.6000366210938,1033.699951171875,0.0
